char|kMandarin|kDefinition|kSimplifiedVariant|kTraditionalVariant|kSemanticVariant|kSpecializedSemanticVariant|kFrequency|kRSKangXi|kTotalStrokes|kFourCornerCode|kCangjie|kCangjieCh|kHanYu|kKangXi|kPhonetic|radical|hsk|rth|rthkeyword|rsh|rshkeyword
㮹|zhi3|a tree|||||||14||DMGK|木一土大|21263.080|||NaN|||||
㮺|ben3|(ancient form of 本) stem; source; foundation; origin; basis, a book|||||||14||DMRRR|木一口口口|10673.140|||NaN|||||
㮾|lang3|a place in today's Hunan Province|||||||15||IBD|戈月木|21270.090|||NaN|||||
㮿|bi4|a tree|||||||15||DWTJ|木田廿十|21279.060|||NaN|||||
㯀|xuan4|bonds and fetters for falcons and dogs used in hunting|||||||15||DYSO|木卜尸人|21284.010|||NaN|||||
㯁|pei2|household registers, printing plate, supporting boards used in building walls, (non-classical form 棓) to strike, a flail, a club, planks|||||||15||DNLR|木弓中口|21271.080|||NaN|||||
㯂|dai4|pillar or post of a frame on which silkworms spin|||||||15||DKPB|木大心月|21275.030|||NaN|||||
㯄|zhi1|(of trees) luxuriant; exuberant; lush|||||||15||DDHMU|木木竹一山|21275.060|||NaN|||||
㯅|pi2|the branches growing downwards; small trees; saplings; cuttings of trees for planting|||||||15||DIHJ|木戈竹十|21283.090|||NaN|||||
㯆|chan3|a tree, a mattress|||||||15||DYKM|木卜大一|21283.100|||NaN|||||
㯇|bi4|(same as 梐) a stockade; a cheval de frise, a pen; a cage|||||||15||DLYG|木中卜土|21278.090|||NaN|||||
㯈|su4|(non-classical form) small trees; saplings|||||||15||DYDL|木卜木中|21276.030|||NaN|||||
㯉|huo4|(same as 檴) a tree; material for cups, a kind of birch found in Manchuria|||||||15||DYPD|木卜心木|21279.020|||NaN|||||
㯊|hen2|even measuring board for pecks and bushels|||||||15||DMYF|木一卜火|21272.080|||NaN|||||
㯋|jiong3|a chest; a box, footstool; footrest, a tree, handle of an awl, ring of a knife or a sword, a round pillow that roused the sleeper when he moved|||||||15||PDMBC|心木一月金|74369.040|||NaN|||||
㯌|chuan2|to operate or manage|||||||15||DYMO|木卜一人|21278.060|||NaN|||||
㯍|jiang3|(same as 槳) an oar|||||||15||DVMI|木女一戈|21285.090|||NaN|||||
㯎|nen4|stupid; dull, foolish; idiotic|||||||15||DYRD|木卜口木|21283.060|||NaN|||||
㯏|gu3|(same as 穀) grains; corns; cereals|||||||15||GED|土水木|21273.040|||NaN|||||
㯐|fang3|tubular, oval, elliptical|||||||16||NBD|弓月木|21285.080|||NaN|||||
㯓|ta4|(same as 榻) a couch; a bed, window; shutters|||||||16||DORM|木人口一|21293.110|||NaN|||||
㯔|cui4|to hull heavily, to pound heavily|||||||16||HUHUD|竹山竹山木|21292.080|||NaN|||||
㯕|xi1|sticks or frames; a wooden device used to torture the fingers by squeezing, the branches growing downwards; small trees; saplings; cuttings of trees for planting|||||||16||DTCL|木廿金中|21288.020|||NaN|||||
㯖|de2|a tree, a hammer, to beat with a hammer|||||||16||DJWP|木十田心|21288.170|||NaN|||||
㯗|xian2|a kind of tree|||||||16||DAND|木日弓木|21296.130|||NaN|||||
㯘|kuan3|(same as 梡) a small wooden stand having four legs; it was used in sacrifice, faggots|||||||16||DGFO|木土火人|21286.070|||NaN|||||
㯙|zhe2|the buckthorn or jujube (tree); dates|||||||16||DYBK|木卜月大|21295.040|||NaN|||||
㯚|ta1|a kind of tree (as plum)|||||||16||DHOR|木竹人口|21293.020|||NaN|||||
㯛|hu2|gourd shaped dates|||||||16||DGBM|木土月一|21287.050|||NaN|||||
㯜|cui4|(same as 椊) decayed wood|||||||16||DTYJ|木廿卜十|21288.110|||NaN|||||
㯝|lu4|paulownia|||||||16||DRMR|木口一口|21301.130|||NaN|||||
㯞|juan4|a kind of tree; material for making clothes|||||||16||DVFB|木女火月|21298.031|||NaN|||||
㯟|lu4|(ancient form of 麓) foot of a hill or mountain|||||||16||DDVNE|木木女弓水|21288.210|||NaN|||||
㯠|qian4|a cross-beam; an axle, etc.|||||||15||DYVQ|木卜女手|21284.060|||NaN|||||
㯡|pao4|to lacquer some kind of ashes on wooden articles or furniture, after drying out, smooth them and then paint, black lacquer|||||||16||DEPRU|木水心口山|21294.020|||NaN|||||
㯢|zhen4|(same as 栚) (same as 㮳) a piece of cross-wise board used for frame on which silkworms spin|||||||16||DRUC|木口山金|21297.010|||NaN|||||
㯤|li4|(same as 棘) the jujube tree, thorny brambles, a kind of date (with a sour taste)|||||||16||DODOO|木人木人人|21288.190|||NaN|||||
㯥|cao2|(same as 曹) a Chinese family name, surrounded, a whole day; a revolution of the sun|||||||16||DWDW|木田木田|21289.020|||NaN|||||
㯦|qi2|(same as 棋) the game of chess, draughts and other similar games|||||||16||DTCD|木廿金木|21288.010|||NaN|||||
㯩|ti4|to put the growing up silkworms in different frames according to their sizes|||||||16||EDKN|水木大弓|10402.080|||NaN|||||
㯪|ling2|(same as 櫺) carved or patterned window-railings; sills, the wooden planks which join eaves with a house|||||||17||DMBI|木一月戈|21300.090|||NaN|||||
㯫|qu2|a wattle or bamboo fence|||||||17||DYPO|木卜心人|21301.050|||NaN|||||
㯬|lian3|achievements; merit|||||||17||DDNKQ|木木弓大手|21288.200|||NaN|||||
㯭|lu3|(a variant of 櫓) a lookout turret on a city wall, moveable wooden tower for archers, a scull a sweep, an oar, (in ancient warfare) a big shield; a long spear|||樐櫓||||17||DYPS|木卜心尸|21301.060|||NaN|||||
㯮|shu2|a kind of tree (as willow) with big leaves and in red color|||||||17||DWLI|木田中戈|21302.040|||NaN|||||
㯯|gong4|small cup, chest; box, a kind of container usually put on one's head to carry things|||||||17||DHEC|木竹水金|21304.060|||NaN|||||
㯰|zhe2|(same as 植) to plant; to set up, to erect, plants|||||||17||DWLV|木田中女|21302.010|||NaN|||||
㯱|pao1|an enlarged bag, to wrap up, a parcel; a bundle; a package|||||||17||JBOUD|十月人山木|21300.020|||NaN|||||
㯲|jin4|a wooden (bamboo) framework; a wooden pole; used as an obstacle to impede the door, a frame|||||||17||DDDF|木木木火|21299.110|||NaN|||||
㯳|qing2|(same as 檠) a kind of tool to adjust bow; lamp holder, a tray with base|||||||17||DTRK|木廿口大|21288.130||627|NaN|||||
㯶|zong1|the coir palm tree|||棕||||17||DUCE|木山金水|21304.030|||NaN|||||
㯷|pu2|dates, a kind of oak; Quercus dentata, (same as 樸) a shrub (plant); thicket, strong and durable, a county in ancient times|||||||18||DOTO|木人廿人|21309.090|||NaN|||||
㯸|jin3|a basin|||||||18||DLMT|木中一廿|21311.040|||NaN|||||
㯹|biao3|(corrupted form of 檦) to show; to exhibit, to manifest, a kind of supporting post|||||||18||DMFI|木一火戈|21308.030|||NaN|||||
㯺|jian4|a cabinet; a wardrobe; a cupboard, (same as 壏) hard ground|||||||18||SWD|尸田木|21308.010||544|NaN|||||
㯻|gun3|to bind; to tie up; a bundle; a bondage; restrictions; restraints|||||||18||JBMOD|十月一人木|21307.110|||NaN|||||
㯾|zao1|a tree, (same as 槽) with both flowers and fruits; half and half|||||||19||DYTA|木卜廿日|21312.110|||NaN|||||
㯿|lie4|handle of a ladle, a plant; wistaria, or wisteria, a certain trees in Sichuan; material for candle|||||||19||DVVV|木女女女|21316.010|||NaN|||||
㰀|li2|a kind of tree|||||||19||DHHE|木竹竹水|21314.050|||NaN|||||
㰁|luo3|a tree with slanted branches|||||||19||DMRR|木一口口|21313.050|||NaN|||||
㰂|shen3|a kind of tree; the juice of which is used to make wine|||||||19||DJHW|木十竹田|21315.090|||NaN|||||
㰃|mian2|(same as 檰) a tree, the bark of which is used in medicine-- Eucommia ulmoides, an awning of the house|||||||19||DHBF|木竹月火|21314.080|||NaN|||||
㰄|jian4|(non-classical form) a small chestnut tree, a kind of fruit; mountain plum|||||||19||DBCI|木月金戈|21313.110|||NaN|||||
㰅|di2|(same as 樀) eaves of a house; brim, part of a loom, the cross beams on the frame on which silkworms spin, a bookcase, to abandon or give up|||||||19||DYYB|木卜卜月|21315.070|||NaN|||||
㰆|bei4|(same as 韛) an instrument to blow a fire; a bellows for forge, etc.|||||||19||JBLYD|十月中卜木|21312.120|||NaN|||||
㰈|lian3|nice and pretty|||||||19||DDYJJ|木木卜十十|63893.090|||NaN|||||
㰊|xian2|a kind of tree; thin leaves|||||||20||DGGF|木土土火|21316.040|||NaN|||||
㰋|pin2|a kind of fruit tree; betel-nut; the areca-nut|||||||20||DYHC|木卜竹金|21316.160||1022*|NaN|||||
㰌|que4|(non-classical form of 榷) to monopolize, to levy taxes|||||||20||DMBG|木一月土|21316.140|||NaN|||||
㰍|long2|a cage, a pen, a grating, bars, window; window frame|||櫳||||20||YPD|卜心木|21318.020|||NaN|||||
㰎|zui4|(same as 檇) a wooden pestle or rammer, ancient name of a place in Zhejiang province; southwest of Jiaxing, a kind of fruit|||||||20||DUOS|木山人尸|21315.110|||NaN|||||
㰐|jue2|(same as 橢) oval; oblong; elliptical|||||||20||DNLB|木弓中月|21315.100|||NaN|||||
㰑|shan1|fruit tree|||||||20||DPPD|木心心木|21318.090|||NaN|||||
㰒|xue2||||||||20||DHBD|木竹月木|21317.040|||NaN|||||
㰔|xie4|a kind of edible mushroom|||||||21||DFFE|木火火水|21322.050|||NaN|||||
㰖|lan3|(same as 欖) the olive|||||||20||DSIU|木尸戈山|21316.080|||NaN|||||
㰗|qi2|(same as 槭) a kind of maple (Acer palmatum)|||||||22||DIHO|木戈竹人|21323.040|||NaN|||||
㰘|yi2|a kind of tree; often used to make instruments for sacrificial ceremonies in ancient times|||||||22||DVMT|木女一廿|21323.190|||NaN|||||
㰙|nuo2|weak, feeble and tender branches|||||||23||DTOG|木廿人土|21324.030|||NaN|||||
㰚|li2|(same as 籬) a bamboo fence; a hedge|||||||23||DYBG|木卜月土|21323.170|||NaN|||||
㰛|yue4|name of a county|||||||23||DTVD|木廿女木|21324.060|||NaN|||||
㰝|yi3|to cough; cough|||||||7||RUNO|口山弓人|32134.110|||NaN|||||
㰞|chi1|(same as 蚩 嗤) to laugh at; to make fun of; to deride; to ridicule|||||||7||UNO|山弓人|32134.050|||NaN|||||
㰟|ji4|(same as 冀) hope; wish; to hope and scheme for, to stammer; to stutter; stuttering, to give|||||||8||ONNO|人弓弓人|32135.100|||NaN|||||
㰠|hang1|to covet; greedy|||||||8||YNNO|卜弓弓人|32136.080|||NaN|||||
㰡|xie4|rash; impatient, very angry|||||||8||OLNO|人中弓人|32136.020|||NaN|||||
㰢|keng1|cough|||||||8||MTNO|一廿弓人|32135.020|||NaN|||||
㰣|zi1|to vomit; to throw up; to disgorge, hiccough; shortwindedness, supposed upward motion of the spirit (in Chinese herb medicine), to sigh with grief or regret; to lament; to deplore|||||||9||YMPNO|卜一心弓人|32138.060|||NaN|||||
㰤|he1|to laugh heartily; to roar with laughter, to breath|||||||9||MRNO|一口弓人|32136.150|||NaN|||||
㰥|xi4|laugh|||||||9||PTNO|心廿弓人|32136.140|||NaN|||||
㰦|qu4|to breath with mouth open|||||||9||GINO|土戈弓人|32136.120|||NaN|||||
㰧|hai1|to drink, to swallow|||||||9||IRNO|戈口弓人|32137.130|||NaN|||||
㰨|xia1|to take breath or rest (after strenuous exercise), hiccough; shortwindedness|||||||9||RCNO|口金弓人|32137.010|||NaN|||||
㰩|hai1|sound of laughter|||||||10||LINO|中戈弓人|32138.090|||NaN|||||
㰪|gui1|sound, wicked; mean; vicious|||||||10||GGNO|土土弓人|32137.160|||NaN|||||
㰫|chan1|glad; joyful; happy, avaricious; greedy, cold|||||||10||HUNO|竹山弓人|32138.130|||NaN|||||
㰬|xun2|shortwindedness; hiccough, supposed upward motion of the spirit (in Chinese herb medicine), honesty; good faith; trust|||||||10||PANO|心日弓人|32139.030|||NaN|||||
㰭|xu1|pleasure; joy|||||||10||KSNO|大尸弓人|32138.020|||NaN|||||
㰮|shen4|to laugh at|||||||11||MVNO|一女弓人|32139.120|||NaN|||||
㰯|kou4|the way of speaking; to spit at and not agree about something, to spit (same as 否) negative, to deny, cruel; savage; wicked; coarse; rustic|||||||11||MTNO|一廿弓人|32139.110|||NaN|||||
㰰|xia1|asthmatic breathing, supposed upward motion of the spirit (in Chinese herb medicine), to long for; to covet, to hum over; to moan; to groan|||||||11||KONO|大人弓人|32139.130|||NaN|||||
㰱|sha4|(same as 歃) to smear the mouth with the blood of a victim when taking an oath, to taste; to try|||||||11||HWNO|竹田弓人|32140.040|||NaN|||||
㰲|yu1|to blow off, to blow; to puff|||||||12||IMNO|戈一弓人|32142.060|||NaN|||||
㰳|ya4|asses braying, shortwindedness; hiccough, asthmatic breathing, supposed upward motion of the spirit (in Chinese herb medicine), to exhaust; extreme|||||||12||MMNO|一一弓人|32142.020|||NaN|||||
㰴|pou3|(of statement) to grate on the ear; earnest and faithful remonstrance|||||||12||YRNO|卜口弓人|32144.020|||NaN|||||
㰵|zu2|to suck, to drink, to swallow|||||||12||YJNO|卜十弓人|32144.010|||NaN|||||
㰶|you3|to wrinkle the nose with sorrowful (when sob or weep), (same as 嘔) to vomit; to throw up|||||||12||HRNO|竹口弓人|32143.070|||NaN|||||
㰷|zi4|resurrection; to come to life again, sick|||||||10||MPNO|一心弓人|32138.030|||NaN|||||
㰸|lian3|(a abbreviated form of 歛 斂) to collect; to gather; to hold together, to desire|||||||12||OONO|人人弓人||||NaN|||||
㰹|xian1|(same as 欦) to laugh; to smile, greed; avarice, to cry, to shout, overbear; arrogant|||||||13||IRNO|戈口弓人|32145.020|||NaN|||||
㰺|xia4|to drink; to swallow, disease of the throat; disease of the larynx|||||||13||RSSEO|口尸尸水人|32147.030|||NaN|||||
㰻|yi3|asses braying, to be happy suddenly, cruel; malignant; coarse, rude|||||||13||GTNO|土廿弓人|32144.100|||NaN|||||
㰼|sha4|greed; avarice, to blow off|||||||13||SONO|尸人弓人|32144.090|||NaN|||||
㰽|yan4|to exert oneself to yell; to yell loudly; to shout, overbearing; arrogant, vigorous|||||||13||SVNO|尸女弓人|32144.130|||NaN|||||
㰾|jiao4|songs of the people of 楚, a kind of music instrument in ancient times|||||||13||HSNO|竹尸弓人|32146.050|||NaN|||||
㰿|xi1|to sigh in lamentation; to lament, to exclaim|||||||14||BKNO|月大弓人|32148.030|||NaN|||||
㱀|chi3|(same as 欼) to bite; to gnaw, (same as 嘬) to swallow a big mouthful without mastication|||||||14||PUNO|心山弓人|32148.080|||NaN|||||
㱁|shi4|to ask; to inquire; to investigate, (same as 款) sincerity; article, item, etc., to entertain, slowly|||||||14||UFNO|山火弓人|32149.040|||NaN|||||
㱂|kang1|hungry; starving, a poor harvest of grains|||||||15||IENO|戈水弓人|32150.110|||NaN|||||
㱃|yin3|(ancient form of 飲) to drink; to swallow|||||||15||OWNO|人田弓人|32150.080||1564|NaN|||||
㱄|hei1|to spit, to cough, keep quiet; to keep silence; speechless; wordless|||||||16||WFNO|田火弓人|32151.080|||NaN|||||
㱅|yi4|(ancient form of 懿) virtuous; fine; good|||||||16||GTNO|土廿弓人|32151.050|||NaN|||||
㱆|xi1|to smile at each other|||||||17||YTNO|卜廿弓人|32152.060|||NaN|||||
㱇|se4|fear; dread; fright; scare, sad; sorrowful; mournful|||||||17||GWNO|土田弓人|32152.030|||NaN|||||
㱈|jin4|name of a person|||||||17||DFNO|木火弓人|32152.020|||NaN|||||
㱉|ye4|moving of the mouth|||||||17||TDNO|廿木弓人|32152.070|||NaN|||||
㱊|you1|asthmatic breathing; shortwindedness; hiccough; husky voice, (same as 嗄) (of voice) hoarse|||||||19||MENO|一水弓人|32153.090|||NaN|||||
㱋|que4|(same as 塙 確) high; lofty; noble, sure; certain; firm; real; true|||||||20||MGNO|一土弓人|32153.140|||NaN|||||
㱌|ye2|to take, to select, to get angry; to lose the temper|||||||22||SJNO|尸十弓人|32154.060|||NaN|||||
㱍|luan2|to owe, deficient, confused; puzzled|||||||23||VFYRO|女火卜口人|32154.090|||NaN|||||
㱎|kun1|cannot be known; agnostic|||||||25||WFNO|田火弓人|32154.100 32154.110|||NaN|||||
㱏|zheng4|(ancient form of 正) the right side, proper, pure, honest and virtuous, original, exactly|||||||6||MMYM|一一卜一|21438.020|||NaN|||||
㱔|xie1|(same as 些) a small quantity or number; a little; a few; some|||||||9||YPNI|卜心弓戈|21442.010|||NaN|||||
㱖|cui4|to stay; to stop (at a certain stage); to desist, to detain, to prohibit; to end, to come to; to stop at, still; calm, later|||||||12||YMYOJ|卜一卜人十|21443.150|||NaN|||||
㱗|xiu1|a breath, news; tidings, to stop; to end|||||||14||YMHUK|卜一竹山大|21444.090|||NaN|||||
㱘|an4|(same as 魘) nightmare|||||||18||MKYLM|一大卜中一|21446.130|||NaN|||||
㱙|xiu3|(same as 朽) rotten, decayed, useless, (same as 咼 剮) a wry mouth, to cut a criminal in pieces; to hack|||||||6||MNMVS|一弓一女尸|21380.020|||NaN|||||
㱚|can2|(same as 殘) to destroy; to injure; to damage; to spoil, cruel and fierce, crippled|||||||8||MNB|一弓月|21382.130|||NaN|||||
㱛|chuan3|(non-classical form) to destroy; to injure; to damage, to exhaust, to complete; to finish, (ancient form 布) cloth; textiles|||||||8||MNMNI|一弓一弓戈|21381.170|||NaN|||||
㱜|zha2|pestilence|||||||8||MNYO|一弓卜人|21382.030|||NaN|||||
㱞|yi4|danger; precarious; perilous, lofty; high, to decay; to break; to snap|||||||9||MNYT|一弓卜廿|21384.080|||NaN|||||
㱟|pi1|to rip open the flesh, to break; to snap|||||||9||MNDHE|一弓木竹水|21384.110|||NaN|||||
㱠|ku1|withered; dry, calamity; disaster, (ancient form 辜) sin; crime; guilt|||||||9||MNJR|一弓十口|21383.090|||NaN|||||
㱡|sheng1|the soul out of one's body; as good as dead|||||||10||MNHGU|一弓竹土山|21386.010|||NaN|||||
㱢|lang2|the dead|||||||11||MNIAV|一弓戈日女|21388.040|||NaN|||||
㱣|tui3|uneven, weak; feeble|||||||11||MNBV|一弓月女|21387.230|||NaN|||||
㱤|xi1|to exhaust; extreme; topmost, to die|||||||12||MNDHL|一弓木竹中|21388.110|||NaN|||||
㱥|ling2|the evil spirits come out, sick and poor, stupid; rude, inattentive; absent-minded; careless|||||||12||MNGCE|一弓土金水|21388.060|||NaN|||||
㱦|qi1|to discard, to abandon, to die; death|||||||12||MNKMR|一弓大一口|21389.020|||NaN|||||
㱧|wo4|stinking smell, expression of a dead person|||||||12||MNJNU|一弓十弓山|21390.150|||NaN|||||
㱨|lian4|(same as 殮) to prepare a body for the coffin|||||||12||MNJMO|一弓十一人|21390.140|||NaN|||||
㱩|du2|an abortion; stillborn||殰|||||12||MNJNK|一弓十弓大||||NaN|||||
㱪|men4|(standard form of 殙) stupid and confused; muddled and delirious; unconscious; in a state of coma, to breathe one's last|||||||13||MNRPA|一弓口心日|21391.180|||NaN|||||
